marketplace_id,Player,Team,Position,Position Group,Play_Type,Season,Week,Moment_Date,Game Outcome,won_game,Description only (Moment TD),Conservative (In-game TD),Conservative (Moment TD),Best Guess: (In-game TD),Best Guess (Moment TD),Moment_Tier,Rarity,Moment_Description,NFLALLDAY_ASSETS_URL,Total_Circulation,Price,tx_id,site
1069,Jeffery Simmons,Tennessee Titans,DL,Defense,Strip Sack,2022,1,2022-09-11 00:00:00.000,Loss,False,False,,False,False,False,RARE,1,"Jeffery Simmons flew past three would-be Giants blockers on this play, getting to the quarterback and knocking the ball loose. Teammate Bud Dupree then fell on the loose ball to give possession back to the Titans' offense. Simmons tallied six total tackles, including two sacks, in the game, a 21-20 Tennessee loss to the Giants on Sept. 11, 2022.",https://assets.nflallday.com/editions/in_the_trenches/4f02600d-2b53-4c86-9485-1351fb3b0c74/play_4f02600d-2b53-4c86-9485-1351fb3b0c74_in_the_trenches_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,699,45.34375,32,https://nflallday.com/listing/moment/1069
1070,Nelson Agholor,New England Patriots,WR,Offense,Reception,2022,2,2022-09-18 00:00:00.000,Win,True,True,True,True,True,True,RARE,1,"Nelson Agholor went vertical to pull in this Mac Jones pass down the far sideline, elevating to pull it in before leaping into the end zone for a 44-yard score just before halftime. New England would not trail again after that point, securing a 17-14 win over Pittsburgh on Sept. 18, 2022. Agholor finished with six catches for 110 yards and this touchdown in the game.",https://assets.nflallday.com/editions/launch_codes/f96d1d03-4e74-42b4-9679-31e7ba517131/play_f96d1d03-4e74-42b4-9679-31e7ba517131_launch_codes_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,999,43.25,32,https://nflallday.com/listing/moment/1070
1071,Davis Mills,Houston Texans,QB,Offense,Pass,2022,1,2022-09-11 00:00:00.000,Tie,False,True,True,False,True,False,RARE,1,"The field opened up for Davis Mills on this flea flicker, with Brandin Cooks deep behind the Indianapolis defense. Mills let it fly and Cooks pulled it in for a gain of 42 yards. Mills finished 23-of-37 in the game for 240 yards and two touchdowns in a 20-20 tie against the Colts on Sept. 11, 2022.",https://assets.nflallday.com/editions/hoodwinked/1a45fe8a-1478-44a7-9b0d-a283e3e1fb30/play_1a45fe8a-1478-44a7-9b0d-a283e3e1fb30_hoodwinked_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,550,61.47826086956522,23,https://nflallday.com/listing/moment/1071
1072,Jalen Ramsey,Los Angeles Rams,DB,Defense,Interception,2022,2,2022-09-18 00:00:00.000,Win,True,False,,False,False,False,RARE,1,"With just over a minute to play in the game, the Rams needed a big play and Jalen Ramsey delivered one. Rising up above the receiver, Ramsey pulled in this impressive interception to halt Atlanta's drive and preserve a six-point lead for the Rams. Los Angeles would manage the clock from there, leaving the Falcons little time for another chance, and would ultimately thwart their comeback attempt in a 31-27 victory on Sept. 18, 2022.",https://assets.nflallday.com/editions/heroes_and_heartbreakers/14163ead-dd56-4cb6-ae82-ef70e95aa6dc/play_14163ead-dd56-4cb6-ae82-ef70e95aa6dc_heroes_and_heartbreakers_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,450,80.0909090909091,11,https://nflallday.com/listing/moment/1072
1080,Breece Hall,New York Jets,RB,Offense,Reception,2022,2,2022-09-18 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"Breece Hall's first career NFL touchdown showed off the versatility that makes him such a multi-talented offensive player. Out of the shotgun, Hall was uncovered and pulled in this Joe Flacco pass, motoring across the goal line for the score before the defense could close the gap. He carried the ball seven times for 50 yards in the game to go along with this 10-yard score, helping to boost the Jets to a 31-30 come-from-behind victory over Cleveland on Sept. 18, 2022.",https://assets.nflallday.com/editions/base/b35fdcde-7833-4c2d-b02a-296a32edb083/play_b35fdcde-7833-4c2d-b02a-296a32edb083_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,26.323076923076922,65,https://nflallday.com/listing/moment/1080
1081,Deebo Samuel,San Francisco 49ers,WR,Offense,Rush,2022,2,2022-09-18 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"Deebo Samuel appeared to be cornered in the backfield on this run, but one juke shook a would-be tackler and he darted through another hole to pick up a first down and much more. In all, the 51-yard gain moved San Francisco into Seattle territory on a drive that would end in a field goal. Samuel carried the ball four times for 53 yards and caught five passes for 44 yards in the game, a 27-7 win over Seattle on Sept. 18, 2022.",https://assets.nflallday.com/editions/base/02a3255c-a789-479a-b36e-f3c9c9f4c773/play_02a3255c-a789-479a-b36e-f3c9c9f4c773_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,23.761290322580646,310,https://nflallday.com/listing/moment/1081
1083,Mike Williams,Los Angeles Chargers,WR,Offense,Reception,2022,2,2022-09-15 00:00:00.000,Loss,False,True,True,True,True,True,RARE,1,"Pinned tightly between the defender and the near boundary, Mike Williams didn't have much room to operate -- but that didn't stop him. Needing just one hand, he pulled in this Justin Herbert pass and landed inbounds to complete the catch and the touchdown. Williams caught eight passes for 113 yards and this score in the game, a 27-24 Chargers loss to the Chiefs on Sept. 15, 2022.",https://assets.nflallday.com/editions/locked_in/c9197249-c80b-42bb-9444-152308bdf512/play_c9197249-c80b-42bb-9444-152308bdf512_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,52.92857142857143,14,https://nflallday.com/listing/moment/1083
353,Olamide Zaccheaus,Atlanta Falcons,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"One hand was all Olamide Zaccheaus needed to make this tough grab in the red zone late in the fourth quarter for Atlanta. Adjusting with the defender in front of him, he was able to pull it in as the Falcons continued their late push before ultimately running out of time in a 30-17 loss to Tampa Bay on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/f1be36f4-974b-43aa-935f-0a28d81e15f2/play_f1be36f4-974b-43aa-935f-0a28d81e15f2_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.0115384615384615,520,https://nflallday.com/listing/moment/353
354,Mark Andrews,Baltimore Ravens,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Mark Andrews found a gap in the Pittsburgh defense and quarterback Lamar Jackson found Andrews to move the Baltimore offense inside the Pittsburgh 10-yard line. Andrews had four catches for 50 yards in his team's 20-19 loss to the Steelers on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/fdb7e4ee-45ae-4f94-add4-7547db116bda/play_fdb7e4ee-45ae-4f94-add4-7547db116bda_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,34.357984994640944,1866,https://nflallday.com/listing/moment/354
355,Jerry Jeudy,Denver Broncos,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Trying to get an offensive spark after starting slow out of the gate, Jerry Jeudy was on the receiving end of this floating pass from Teddy Bridgewater for a gain of 36 yards. Jeudy finished with four catches for 77 yards against Kansas City in a 22-9 loss on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/72f369c1-5e6e-415e-b3c8-a19c2cebb72b/play_72f369c1-5e6e-415e-b3c8-a19c2cebb72b_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,27.798295454545453,1760,https://nflallday.com/listing/moment/355
356,Brock Wright,Detroit Lions,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"How's this for a first career touchdown? Brock Wright found space down the seam, made the catch, and absorbed the hit to reel in the score. It was one of two catches for him on the day in Detroit's 29-27 victory over Minnesota on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/99e3af0e-48b6-49a8-b4e5-519e4424c08a/play_99e3af0e-48b6-49a8-b4e5-519e4424c08a_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,29.121998702141468,1541,https://nflallday.com/listing/moment/356
358,Ashton Dulin,Indianapolis Colts,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"With the Colts looking to get more points on the board before halftime, Ashton Dulin locked in on this pass from Carson Wentz. Grab. Two feet. Touchdown. This TD was his lone reception of the day in a 31-0 Indianapolis win over Houston on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/027b4643-97cf-4549-b1fe-4766be1f5786/play_027b4643-97cf-4549-b1fe-4766be1f5786_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,8.614525139664805,716,https://nflallday.com/listing/moment/358
359,Kenny Moore II,Indianapolis Colts,All,All,Interception,2021,13,2021-12-05 00:00:00.000,Win,True,False,,False,False,False,COMMON,0,"This is about as fast a start as a defense can hope for. On the first play from scrimmage for the Houston offense, Kenny Moore II jumped in front of this Tyrod Taylor pass and snuck two feet inbounds to give the ball to his team's offense in Texans territory. He added four total tackles on the day in a 31-0 Colts win on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/32c053b3-bff0-4d72-a39d-0e34d083e555/play_32c053b3-bff0-4d72-a39d-0e34d083e555_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,6.9344773790951635,641,https://nflallday.com/listing/moment/359
363,Foster Moreau,Las Vegas Raiders,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Foster Moreau found an opening down the seam and Derek Carr delivered a dart for the Raiders first down. Moreau then eluded one tackler and absorbed another to bring the ball inside the Washington 30-yard line. It was his lone catch of the day in a 17-15 loss to Washington on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/4cea5a04-2de6-4e34-8b93-d0eb8db70705/play_4cea5a04-2de6-4e34-8b93-d0eb8db70705_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.446464646464647,495,https://nflallday.com/listing/moment/363
364,Ben Skowronek,Los Angeles Rams,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"Ben Skowronek found space in the middle of the Jacksonville defense and quarterback Matthew Stafford dropped it to him for a 35-yard gain into Jacksonville territory. This was Skowronek's lone catch of the day in a 37-7 Los Angeles win over the Jaguars on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/d4a4d6ae-363a-4c38-b3fe-e06e9feaa179/play_d4a4d6ae-363a-4c38-b3fe-e06e9feaa179_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,19.793322734499206,629,https://nflallday.com/listing/moment/364
366,Mack Hollins,Miami Dolphins,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"At first, Mack Hollins may not have secured this Tua Tagovailoa pass, but there was no panic. As he turned and began falling to the ground, he stayed focused, pulled it in, and dragged two feet inbounds for the score. This touchdown was his lone catch of the game in a 20-9 win over New York on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/868b83af-2dd7-4041-b975-2a42176c1c7d/play_868b83af-2dd7-4041-b975-2a42176c1c7d_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.129242819843342,766,https://nflallday.com/listing/moment/366
367,Blake Lynch,Minnesota Vikings,All,All,Strip Sack,2021,13,2021-12-05 00:00:00.000,Loss,False,False,,False,False,False,COMMON,0,"Blake Lynch was the definition of persistent on this strip-sack and turnover. At first overshooting quarterback Jared Goff as he stepped up, Lynch stuck with it, knocked the ball loose, and pulled it into his body before it even had a chance to hit the ground. That would give the ball back to the Vikings offense, already in Detroit territory. Lynch finished with nine total tackles and two sacks on the day in a 29-27 loss to the Lions on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/5546d146-3c88-463c-936f-749c54e94f44/play_5546d146-3c88-463c-936f-749c54e94f44_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.284172661870503,556,https://nflallday.com/listing/moment/367
368,K.J. Osborn,Minnesota Vikings,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Loss,False,True,True,True,True,True,COMMON,0,"Down by eight points in the fourth quarter, Minnesota needed a touchdown, and K.J. Osborn delivered this diving gem in the back of the end zone. He caught four passes for 47 yards, though it came in a 29-27 loss to Detroit on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/928a28c2-ba56-405a-9da9-ec292e7cc0d8/play_928a28c2-ba56-405a-9da9-ec292e7cc0d8_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,9.854223433242506,734,https://nflallday.com/listing/moment/368
369,Gardner Minshew II,Philadelphia Eagles,All,All,Pass,2021,13,2021-12-05 00:00:00.000,Win,True,True,,True,True,True,COMMON,0,"Gardner Minshew II saw Dallas Goedert matched up on a linebacker and took advantage. Running down the middle of the field, Goedert pulled in this beautifully floated deep ball, bounced off a defender near the goal line, and took it in for the score. Filling in for the injured Jalen Hurts, Minshew II finished 20-of-25 for 242 yards and two touchdowns while leading Philadelphia to a 33-18 victory over the Jets on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/845069b5-5e24-4a62-8b7f-33278dc51fad/play_845069b5-5e24-4a62-8b7f-33278dc51fad_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,7.772631578947369,475,https://nflallday.com/listing/moment/369
370,Miles Sanders,Philadelphia Eagles,All,All,Rush,2021,13,2021-12-05 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"After a New York turnover and sitting on a 12-point lead, Philadelphia was content to burn clock in the fourth quarter. Miles Sanders helped them do even more than that by ripping off this 34-yard gain. Sanders finished with 24 carries for 120 yards in the Eagles' 33-18 win over the Jets on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/167fcd57-8a19-411b-9d07-0d93133ce6cf/play_167fcd57-8a19-411b-9d07-0d93133ce6cf_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,20.372881355932204,2065,https://nflallday.com/listing/moment/370
371,Chase Claypool,Pittsburgh Steelers,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"Pittsburgh needed one yard for the first down. Chase Claypool got 40. It was one of two catches on the day for him for 52 yards in the Steelers' 20-19 victory over Baltimore on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/a80258f2-b725-4544-9754-54c513b7e948/play_a80258f2-b725-4544-9754-54c513b7e948_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,17.010162601626018,984,https://nflallday.com/listing/moment/371
372,Adrian Peterson,Seattle Seahawks,All,All,Rush,2021,13,2021-12-05 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"Adrian Peterson moved into a tie for 10th place on the NFL's all-time rushing touchdown list with this score against San Francisco, pulling Seattle within a field goal after the extra point. Peterson carried the ball 11 times for 16 yards in the Seahawks' 30-23 win over the 49ers on Dec. 5, 2021",https://assets.nflallday.com/editions/base/9a772eac-ef5b-4b33-80ad-b4c56f889418/play_9a772eac-ef5b-4b33-80ad-b4c56f889418_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,9.413145539906104,426,https://nflallday.com/listing/moment/372
373,Russell Wilson,Seattle Seahawks,All,All,Pass,2021,13,2021-12-05 00:00:00.000,Win,True,True,True,True,True,True,COMMON,0,"When Russell Wilson throws it up in a tight window, he has confidence that wide receiver Tyler Lockett will come down with it. The duo tallied another touchdown here, one of two scores for Wilson on a 30-of-37, 231-yard passing day in a 30-23 win over San Francisco on Dec. 5, 2021.",https://assets.nflallday.com/editions/base/568acead-4de5-4147-ad35-20b41eea5378/play_568acead-4de5-4147-ad35-20b41eea5378_base_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,10000,86.07251908396947,3668,https://nflallday.com/listing/moment/373
377,Kyler Murray,Arizona Cardinals,All,All,Pass,2021,13,2021-12-05 00:00:00.000,Win,True,True,True,True,True,True,RARE,1,"With five receivers out wide, Kyler Murray had his pick of where to go with the football on this play. Why not DeAndre Hopkins? Murray dropped back and floated this pass into the air space between the corner, who was nearly step-for-step with the receiver, and the safety over the top for the score. Murray would finish 11-of-15 for 123 yards and two touchdowns in a 33-22 win over Chicago on Dec. 5, 2021.",https://assets.nflallday.com/editions/locked_in/38f8363b-8e10-441f-8e34-6e3baff7e4df/play_38f8363b-8e10-441f-8e34-6e3baff7e4df_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,298.6101694915254,59,https://nflallday.com/listing/moment/377
378,Tee Higgins,Cincinnati Bengals,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Loss,False,True,True,True,True,True,RARE,1,"Two defenders? Not a problem for Tee Higgins. He rose up over both and pulled in this pass from Joe Burrow for the touchdown to get the first Bengal points of the day on the board in the second quarter. Higgins finished with nine catches for 138 yards and this touchdown in a 41-22 loss to the Chargers on Dec. 5, 2021.",https://assets.nflallday.com/editions/locked_in/77703dd0-8158-4db8-9530-e03544c81464/play_77703dd0-8158-4db8-9530-e03544c81464_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,139.33333333333334,72,https://nflallday.com/listing/moment/378
379,Michael Gallup,Dallas Cowboys,All,All,Reception,2021,13,2021-12-02 00:00:00.000,Win,True,True,True,True,True,True,RARE,1,"How did Michael Gallup manage to make this look so effortless? Rising above his defender in the right corner of the end zone, he managed to snatch this Dak Prescott pass out of the air before sneaking his left foot inside the boundary and dragging his right foot to complete the catch. Gallup caught five passes for 36 yards and this touchdown in a 27-17 win over New Orleans on Dec. 2, 2021.",https://assets.nflallday.com/editions/locked_in/5a5eea10-de2f-4ce6-9f4a-973a49648d55/play_5a5eea10-de2f-4ce6-9f4a-973a49648d55_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,72.65573770491804,61,https://nflallday.com/listing/moment/379
381,Logan Thomas,Washington Football Team,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Win,True,False,True,True,True,True,RARE,1,"Logan Thomas went with the full extension in the back of the end zone to reel in this pass from Taylor Heinicke after he got behind three Raiders defenders and into open space. What was more impressive -- the one-handed grab or the toe tap? He caught three passes for 48 yards in a 17-15 Washington win over Las Vegas on Dec. 5, 2021.",https://assets.nflallday.com/editions/locked_in/f7241505-a2b3-40ea-ba2d-d000a04b64f8/play_f7241505-a2b3-40ea-ba2d-d000a04b64f8_locked_in_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,1199,64.86904761904762,84,https://nflallday.com/listing/moment/381
382,James Conner,Arizona Cardinals,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Win,True,False,True,True,True,True,LEGENDARY,2,"All James Conner needed was one hand to reel in this screen pass. Then, he dipped past a diving defender and snuck inside the pylon for the score as another closed in. Conner finished with 20 carries for 75 yards and two catches for 36 yards on the day in a 33-22 victory over Chicago on Dec. 5, 2021.",https://assets.nflallday.com/editions/iconic/55a37355-5524-414b-a4d1-38cb7b65b69a/play_55a37355-5524-414b-a4d1-38cb7b65b69a_iconic_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,59,1280.0,2,https://nflallday.com/listing/moment/382
383,Zach Allen,Arizona Cardinals,All,All,Interception,2021,13,2021-12-05 00:00:00.000,Win,True,False,,False,False,False,LEGENDARY,2,"Zach Allen played this Chicago screen like a cornerback, jumping in front of the Andy Dalton pass and pulling it in with one hand for the interception -- one of four by the Cardinals on the day. He would rumble ahead for 25 yards to set up the Arizona offense inside the red zone. The Cardinals would go on to win, 33-22, on Dec. 5, 2021.",https://assets.nflallday.com/editions/iconic/d25bf561-a3a3-4e0c-8a73-6bae8f6ceb02/play_d25bf561-a3a3-4e0c-8a73-6bae8f6ceb02_iconic_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,59,831.0,3,https://nflallday.com/listing/moment/383
386,George Kittle,San Francisco 49ers,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Loss,False,False,True,True,True,True,LEGENDARY,2,"It seemed almost impossible that George Kittle could find a way to stay inbounds on this run down the sideline, but somehow he did. The result? A 48-yard awe-inspiring score to extend San Francisco's lead in the second quarter. Kittle had a monster 9-catch, 181-yard, two-touchdown game, despite his team's 30-23 loss to Seattle on Dec. 5, 2021.",https://assets.nflallday.com/editions/iconic/dc7a0275-a77a-4b17-a850-840aefbca677/play_dc7a0275-a77a-4b17-a850-840aefbca677_iconic_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,59,1541.0,3,https://nflallday.com/listing/moment/386
390,Chris Harris Jr.,Los Angeles Chargers,All,All,Interception,2021,13,2021-12-05 00:00:00.000,Win,True,False,,False,False,False,COMMON,0,"Down by two scores, Cincinnati looked poised to get at least one of those back with just over eight minutes to play in the game. Chris Harris Jr. had other ideas, picking off this Joe Burrow pass in the end zone to stop the Bengals' drive in its tracks. Harris Jr. added four tackles on the day in a 41-22 Chargers win on Dec. 5, 2021.",https://assets.nflallday.com/editions/make_the_stop/562b366b-3f84-413a-91e6-f063406a6944/play_562b366b-3f84-413a-91e6-f063406a6944_make_the_stop_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,7000,10.326530612244898,588,https://nflallday.com/listing/moment/390
392,K'Waun Williams,San Francisco 49ers,All,All,Interception,2021,13,2021-12-05 00:00:00.000,Loss,False,False,,False,False,False,COMMON,0,"K'Waun Williams found himself in the right place at the right time as a pass was kicked up in the air after being bobbled by the intended receiver. He snatched it out of the air, halting the Seattle drive with an interception. He added four tackles on the day in his team's 30-23 loss to the Seahawks on Dec. 5, 2021.",https://assets.nflallday.com/editions/make_the_stop/8e520ded-dbb7-49c1-a19f-d592bbae0431/play_8e520ded-dbb7-49c1-a19f-d592bbae0431_make_the_stop_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,7000,8.501154734411086,433,https://nflallday.com/listing/moment/392
394,Cordarrelle Patterson,Atlanta Falcons,All,All,Rush,2021,13,2021-12-05 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Two shifty cuts and a broken tackle later, Cordarrelle Patterson was off and running into the red zone for a gain of 39 yards. He finished with 13 carries for 78 yards, with three catches for 18 yards in a 30-17 loss to Tampa Bay on Dec. 5, 2021.",https://assets.nflallday.com/editions/move_the_chains/7c9ea4a8-d1bd-4368-957d-7e0c6a6e0a13/play_7c9ea4a8-d1bd-4368-957d-7e0c6a6e0a13_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,45.09040511727079,2345,https://nflallday.com/listing/moment/394
395,Amari Cooper,Dallas Cowboys,All,All,Reception,2021,13,2021-12-02 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"On third down, the Cowboys needed seven yards. Amari Cooper reeled in this grab and got Dallas a lot more. The 41-yard grab was one of his two catches on the day in a 27-17 win over New Orleans on Dec. 2, 2021.",https://assets.nflallday.com/editions/move_the_chains/03f03221-2db7-40b5-8851-d8afef0b4853/play_03f03221-2db7-40b5-8851-d8afef0b4853_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,33.50546176762661,1007,https://nflallday.com/listing/moment/395
396,Michael Pittman Jr.,Indianapolis Colts,All,All,Rush,2021,13,2021-12-05 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"The Colts got creative in search of more points in the fourth quarter. Quarterback Carson Wentz tossed it to wide receiver Michael Pittman Jr. on the reverse, who turned it upfield with blockers ahead of him. A nifty cutback sprung him loose for more as he took it inside the Houston 10-yard line. The drive would end with a field goal in a 31-0 Indianapolis win on Dec. 5, 2021.",https://assets.nflallday.com/editions/move_the_chains/8ced8f42-8a8d-45dd-a7e1-90a077bc61a0/play_8ced8f42-8a8d-45dd-a7e1-90a077bc61a0_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,36.884684684684686,555,https://nflallday.com/listing/moment/396
397,Darrel Williams,Kansas City Chiefs,All,All,Reception,2021,13,2021-12-05 00:00:00.000,Win,True,False,False,False,False,False,COMMON,0,"Darrel Williams saw his quarterback scrambling and found an opening down the field, where Patrick Mahomes II saw him and floated it to him for the first. Williams finished with three catches for 60 yards and five carries for 20 yards in the Chiefs' 22-9 victory on Dec. 5, 2021.",https://assets.nflallday.com/editions/move_the_chains/754dd701-97cb-4a1d-bf32-c7d25b4826d6/play_754dd701-97cb-4a1d-bf32-c7d25b4826d6_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,8.2,365,https://nflallday.com/listing/moment/397
398,Taysom Hill,New Orleans Saints,All,All,Rush,2021,13,2021-12-02 00:00:00.000,Loss,False,False,False,False,False,False,COMMON,0,"Some go around the defense. Some go through. Taysom Hill went over on this big gain into Cowboys territory on third down. It was the most eye-popping of Hill's 11 carries for 101 yards on the night, which came in a 27-17 loss to Dallas on Dec. 2, 2021.",https://assets.nflallday.com/editions/move_the_chains/9ef531d9-ff67-4adb-b33c-83b2336f55d7/play_9ef531d9-ff67-4adb-b33c-83b2336f55d7_move_the_chains_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,8000,17.77948717948718,780,https://nflallday.com/listing/moment/398
400,Tony Pollard,Dallas Cowboys,All,All,Rush,2021,13,2021-12-02 00:00:00.000,Win,True,True,True,True,True,True,RARE,1,"After taking the toss to the left, it looked like the Saints defense had this play stopped before it even started. But Tony Pollard found one hole, then another, then was off to the races. The result was a 58-yard touchdown run that, after the extra point, extended the Dallas lead in a 27-17 win over New Orleans on Dec. 2, 2021.",https://assets.nflallday.com/editions/afterburners/168f6ef3-5a74-4aff-b9ba-ffc742cb333e/play_168f6ef3-5a74-4aff-b9ba-ffc742cb333e_afterburners_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,799,179.72486772486772,189,https://nflallday.com/listing/moment/400
401,Tevaughn Campbell,Los Angeles Chargers,All,All,Fumble Recovery,2021,13,2021-12-05 00:00:00.000,Win,True,False,,True,False,True,RARE,1,"When the ball carrier lost control of this ball and it rolled toward Tevaughn Campbell, there was nothing but green in front of him. The cornerback scooped it. The cornerback scored it. He added six tackles in the game as well in his team's 41-22 win over Cincinnati on Dec. 5, 2021.",https://assets.nflallday.com/editions/afterburners/c24c3c07-fac6-4219-a420-092bc18c4597/play_c24c3c07-fac6-4219-a420-092bc18c4597_afterburners_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,799,47.63157894736842,57,https://nflallday.com/listing/moment/401
402,Damien Harris,New England Patriots,All,All,Rush,2021,13,2021-12-06 00:00:00.000,Win,True,True,True,True,True,True,RARE,1,"Damien Harris needed five yards for the first down. He got 64 yards for the touchdown. On a night of high winds, New England leaned on Harris and the run game, giving him the ball 10 times for 111 yards in a 14-10 win over Buffalo on Dec. 6, 2021.",https://assets.nflallday.com/editions/afterburners/9d4fd388-0acd-4dfb-8aeb-90e93604af0b/play_9d4fd388-0acd-4dfb-8aeb-90e93604af0b_afterburners_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,799,85.23809523809524,42,https://nflallday.com/listing/moment/402
403,Braxton Berrios,New York Jets,All,All,Kick Return,2021,13,2021-12-05 00:00:00.000,Loss,False,True,,False,True,False,RARE,1,"This is the best way to get momentum out of the gate. Braxton Berrios saw a big hole up the middle on this return and took advantage before bouncing it to the outside to set up the Jets' offense on the doorstep of the red zone. New York would score a touchdown on the drive to take an early lead, despite later falling to Philadelphia, 33-18, on Dec. 5, 2021.",https://assets.nflallday.com/editions/afterburners/5df2df5b-ad7e-44ae-bb97-9ce33ce012b1/play_5df2df5b-ad7e-44ae-bb97-9ce33ce012b1_afterburners_capture_AnimationCapture_Video_Square_Grey_1080_1080_Grey.mp4,799,66.6774193548387,31,https://nflallday.com/listing/moment/403
